"","name","r","dis","asian","black","hispanic","multi","natam","pacisl","white"
"226","Johnston Square Elementary School",1,"Baltimore City Public Schools",0,98.0447,1.39665,0,0,0,0.558659
"227","Marley Glen School",5,"Anne Arundel County Public Schools",2.58621,25.8621,6.89655,5.17241,0.862069,0,58.6207
"228","Ruth Parker Eason School",5,"Anne Arundel County Public Schools",5.38462,37.6923,8.46154,3.07692,0.769231,0,44.6154
"229","Lockerman Bundy Elementary School",1,"Baltimore City Public Schools",0,98.6799,0.660066,0.330033,0.330033,0,0
"230","Heritage High School",1,"Baltimore City Public Schools",0,98.1233,0.80429,0.134048,0.268097,0,0.670241
"231","Maiden Choice School",4,"Baltimore County Public Schools",2.75229,53.211,5.50459,5.50459,0,0,33.0275
"232","Maiden Choice School",5,"Baltimore County Public Schools",2.75229,53.211,5.50459,5.50459,0,0,33.0275
"233","Bellows Spring Elementary School",8,"Howard County Public Schools",20.339,20,9.83051,6.21469,0.112994,0,43.5028
"234","Tanglewood Regional Center",3,"Prince George's County Public Schools",2.85714,82.8571,8.57143,0,0,0,5.71429
"235","James E. Duckworth Regional Center",4,"Prince George's County Public Schools",3.57143,48.8095,26.1905,1.19048,1.19048,1.19048,17.8571
"236","James E. Duckworth Regional Center",5,"Prince George's County Public Schools",3.57143,48.8095,26.1905,1.19048,1.19048,1.19048,17.8571
"237","C. Elizabeth Rieg Regional Center",4,"Prince George's County Public Schools",4.21053,82.1053,3.15789,2.10526,0,0,8.42105
"238","Margaret Brent Regional Center",4,"Prince George's County Public Schools",0.925926,65.7407,23.1481,0.925926,0.925926,0,8.33333
"239","Margaret Brent Regional Center",5,"Prince George's County Public Schools",0.925926,65.7407,23.1481,0.925926,0.925926,0,8.33333
"240","Maya Angelou French Immersion",6,"Prince George's County Public Schools",1.91388,94.2584,1.67464,1.43541,0,0,0.717703
"241","Samuel P. Massie Academy",3,"Prince George's County Public Schools",0.607903,95.2888,2.43161,0.759878,0.607903,0.151976,0.151976
"242","Panorama Elementary School",3,"Prince George's County Public Schools",0.990099,88.8614,8.41584,0.990099,0.247525,0,0.49505
"243","Lakeland Elementary/Middle School",4,"Baltimore City Public Schools",0.469484,57.59,32.7074,0,0.156495,0.156495,8.92019
"244","Langston Hughes Elementary School",2,"Baltimore City Public Schools",0,95.045,2.7027,0,0,0,2.25225
"245","Liberty Elementary School",4,"Baltimore City Public Schools",0,97.9943,1.14613,0,0.573066,0,0.286533
"246","Liberty Elementary School",8,"Baltimore City Public Schools",0,97.9943,1.14613,0,0.573066,0,0.286533
"247","Lyndhurst Elementary School",2,"Baltimore City Public Schools",0,98.7448,0.41841,0.41841,0,0,0.41841
"248","Margaret Brent Elementary School",2,"Baltimore City Public Schools",3.77358,71.6981,11.3208,0.377358,0,1.88679,10.9434
"249","Mary E. Rodman Elementary School",1,"Baltimore City Public Schools",0,95.3237,2.15827,0,1.43885,0,1.07914
"250","Matthew A. Henson Elementary School",2,"Baltimore City Public Schools",0,99.1803,0.273224,0,0.546448,0,0
"251","Port Towns Elementary School",2,"Prince George's County Public Schools",0.776053,41.2417,52.7716,0.554324,0.665188,0.110865,3.88027
"252","Medfield Heights Elementary School",5,"Baltimore City Public Schools",18.7817,26.3959,5.58376,1.26904,0.253807,0.507614,47.2081
"253","Montebello Elementary School",2,"Baltimore City Public Schools",0.243902,98.1707,0.609756,0.243902,0.243902,0,0.487805
"254","Suitland Elementary School",3,"Prince George's County Public Schools",0,91.0646,7.60456,1.14068,0.190114,0,0
"255","Whitehall Elementary School",9,"Prince George's County Public Schools",5.17241,46.1207,9.26724,4.31034,0.431034,0.431034,34.2672
"256","William W. Hall Academy",2,"Prince George's County Public Schools",0,88.8268,9.68343,0.372439,0.18622,0.18622,0.744879
"257","Moravia Park",1,"Baltimore City Public Schools",3.6036,86.1862,1.1011,0.1001,0.500501,5.50551,3.003
"258","Morrell Park Elementary/Middle School",3,"Baltimore City Public Schools",6.82303,18.9765,9.38166,0.852878,0.639659,0,63.3262
"259","Mount Royal Elementary/Middle School",4,"Baltimore City Public Schools",0.379747,98.3544,0.632911,0,0.126582,0,0.506329
"260","Patapsco Elementary/Middle School",2,"Baltimore City Public Schools",0,99.0228,0.651466,0,0,0,0.325733
"261","Pimlico Elementary School",1,"Baltimore City Public Schools",0.215517,97.6293,1.50862,0,0,0,0.646552
"262","Robert W. Coleman Elementary School",1,"Baltimore City Public Schools",0,97.6879,0.578035,0,0.289017,0,1.44509
"263","Rognel Heights Elementary/Middle School",2,"Baltimore City Public Schools",0,98.4568,0.308642,0.308642,0,0,0.925926
"264","Roland Park Elementary/Middle School",9,"Baltimore City Public Schools",7.58998,41.3928,2.8169,1.40845,0.234742,0.234742,46.3224
"265","The Historic Samuel Coleridge-Taylor Elementary School",1,"Baltimore City Public Schools",0,97.4811,1.00756,0.755668,0.251889,0.251889,0.251889
"266","Samuel F. B. Morse Elementary School",1,"Baltimore City Public Schools",0,79.3785,1.9774,0.847458,0.564972,0,17.2316
"267","Sarah M. Roach Elementary School",1,"Baltimore City Public Schools",0.401606,94.3775,1.20482,0,0.401606,0,3.61446
"268","Sinclair Lane Elementary School",1,"Baltimore City Public Schools",5.63725,90.6863,0.735294,0,0.245098,0.490196,2.20588
"269","Steuart Hill Academic Academy",1,"Baltimore City Public Schools",0,79.4189,2.17918,0.726392,0.726392,0,16.9492
"270","Tench Tilghman Elementary School",1,"Baltimore City Public Schools",0,96.8539,2.02247,0,0,0,1.1236
"271","Thomas Jefferson Elementary School",2,"Baltimore City Public Schools",0.189753,97.3435,0.759013,0,0,0,1.70778
"272","Thomas Johnson Elementary School",6,"Baltimore City Public Schools",2.23577,27.6423,5.0813,2.23577,0.406504,0.406504,61.9919
"273","Violetville Elementary/Middle School",2,"Baltimore City Public Schools",3.14607,36.4045,6.29213,2.47191,1.57303,0,50.1124
"274","Walter P. Carter Elementary School",1,"Baltimore City Public Schools",0,96.7836,2.33918,0.584795,0,0,0.292398
"275","Waverly Elementary School",1,"Baltimore City Public Schools",0.229885,98.1609,0.91954,0,0,0,0.689655
"276","Waverly Elementary School",10,"Baltimore City Public Schools",0.229885,98.1609,0.91954,0,0,0,0.689655
"277","Westport Academy",1,"Baltimore City Public Schools",0,97.0414,0.591716,0,0,0,2.36686
"278","Westside Elementary School",1,"Baltimore City Public Schools",0.34965,97.2028,0.34965,0,0.34965,0,1.74825
"279","William Pinderhughes Elementary School",1,"Baltimore City Public Schools",0,99.1404,0.573066,0,0,0,0.286533
"280","William S. Baer School",5,"Baltimore City Public Schools",0.507614,82.2335,3.5533,0.507614,0,0,13.198
"281","Windsor Hills Elementary School",2,"Baltimore City Public Schools",0,96.4143,2.39044,0.398406,0,0.398406,0.398406
"282","North Bend Elementary/Middle School",3,"Baltimore City Public Schools",0.217865,95.8606,1.74292,0,1.08932,0.217865,0.87146
"283","New Song Academy",3,"Baltimore City Public Schools",0,96.4029,2.15827,0,0,0,1.43885
"284","Maree Garnett Farring Elementary School",3,"Baltimore City Public Schools",2.71647,39.5586,20.7131,0.339559,0.339559,0.339559,35.9932
"285","Lois T. Murray Elementary School",4,"Baltimore City Public Schools",0,86.7924,5.66038,0,0,0,7.54717
"286","Sharp-Leadenhall Elementary School",1,"Baltimore City Public Schools",0,86.9565,0,0,0,0,13.0435
"287","Calvin M. Rodwell Elementary School",1,"Baltimore City Public Schools",0.287356,96.5517,2.29885,0,0,0,0.862069
"288","Guilford Elementary/Middle School",2,"Baltimore City Public Schools",0,97.4212,1.43266,0,0,0,1.14613
"289","Frederick Elementary School",1,"Baltimore City Public Schools",0.607903,78.7234,4.86322,0,0.911854,0,14.8936
"290","Arbutus Elementary School",6,"Baltimore County Public Schools",8.33333,12.5,3.43137,6.12745,0,0,69.6078
"291","Baltimore Highlands Elementary School",2,"Baltimore County Public Schools",3.53635,25.7367,29.4695,3.73281,1.96464,0,35.5599
"292","Berkshire Elementary School",3,"Baltimore County Public Schools",1.51188,13.3909,15.1188,4.9676,1.07991,0.215983,63.7149
"293","Berkshire Elementary School",4,"Baltimore County Public Schools",1.51188,13.3909,15.1188,4.9676,1.07991,0.215983,63.7149
"294","Berkshire Elementary School",5,"Baltimore County Public Schools",1.51188,13.3909,15.1188,4.9676,1.07991,0.215983,63.7149
"295","Berkshire Elementary School",7,"Baltimore County Public Schools",1.51188,13.3909,15.1188,4.9676,1.07991,0.215983,63.7149
"296","Catonsville Elementary School",6,"Baltimore County Public Schools",11.2385,19.4954,3.89908,4.81651,0.229358,0,60.3211
"297","Chadwick Elementary School",10,"Baltimore County Public Schools",34.4671,51.0204,8.84354,3.85488,0.680272,0.226757,0.907029
"298","Colgate Elementary School",6,"Baltimore County Public Schools",3.0303,10.303,17.8788,7.27273,1.81818,0,59.697
"299","Belle Grove Elementary School",6,"Anne Arundel County Public Schools",1.88679,30.6604,12.2642,12.7358,0.471698,0,41.9811
"300","Dundalk Elementary School",4,"Baltimore County Public Schools",1.38462,32.6154,7.07692,8.30769,1.53846,0.153846,48.9231
"301","Edmondson Heights Elementary School",3,"Baltimore County Public Schools",0.663717,82.3009,9.95575,1.76991,0.442478,0,4.86726
"302","Featherbed Lane Elementary School",3,"Baltimore County Public Schools",1.6791,85.8209,6.52985,2.98507,0,0,2.98507
"303","Grange Elementary School",6,"Baltimore County Public Schools",3.59897,9.76864,7.71208,6.16967,0.514139,0,72.2365
"304","Benfield Elementary School",10,"Anne Arundel County Public Schools",1.53509,0.877193,3.94737,3.94737,0,0,89.693
"305","Halethorpe Elementary School",6,"Baltimore County Public Schools",20.3991,13.7472,7.98226,5.32151,0.221729,0,52.3282
"306","Hebbville Elementary School",3,"Baltimore County Public Schools",3.09859,86.7606,8.4507,0.28169,0.28169,0,1.12676
"307","Hillcrest Elementary School",2,"Baltimore County Public Schools",4.5273,12.5166,5.85885,5.45939,0.532623,0.133156,70.972
"308","Hillcrest Elementary School",9,"Baltimore County Public Schools",4.5273,12.5166,5.85885,5.45939,0.532623,0.133156,70.972
"309","Johnnycake Elementary School",4,"Baltimore County Public Schools",6.84932,70.7763,15.0685,2.1309,0,0,5.17504
"310","Lansdowne Elementary School",5,"Baltimore County Public Schools",2.06422,23.8532,12.156,4.58716,0,0,57.3395
"311","Logan Elementary School",4,"Baltimore County Public Schools",0.384615,35.9615,6.92308,7.5,0.961538,0,48.2692
"312","Roscoe R Nix Elementary School",3,"Montgomery County Public Schools",12.9562,34.1241,44.8905,1.27737,0.547445,0.182482,6.0219
"313","Roscoe R Nix Elementary School",4,"Montgomery County Public Schools",12.9562,34.1241,44.8905,1.27737,0.547445,0.182482,6.0219
"314","Little Bennett Elementary School",7,"Montgomery County Public Schools",27.7463,19.026,10.0793,7.92752,0.226501,0,34.9943
"315","Great Seneca Creek Elementary School",5,"Montgomery County Public Schools",17.9319,25.3927,22.7749,6.67539,0,0,27.2251
"316","William A. Diggs Elementary School",5,"Charles County Public Schools",3.84615,60.0962,7.11538,7.11538,0.673077,0.192308,20.9615
"317","Dayton Oaks Elementary School",9,"Howard County Public Schools",16.0677,4.86258,1.90275,8.66808,0.211416,0,68.2875
"318","Sargent Shriver Elementary School",2,"Montgomery County Public Schools",9.43912,12.3119,73.1874,1.09439,0.136799,0,3.83037
"319","Rosa L. Parks Elementary School",4,"Prince George's County Public Schools",1.21294,16.8464,78.1671,1.75202,0.134771,0,1.88679
"320","Norwood Elementary School",6,"Baltimore County Public Schools",5.17529,8.01336,16.3606,7.34558,1.5025,0,61.6027
"321","Brock Bridge Elementary School",8,"Anne Arundel County Public Schools",12.5948,41.8816,15.6297,5.91806,0.758725,0.758725,22.4583
"322","Northview Elementary School",5,"Prince George's County Public Schools",5.875,73.875,7.25,3.875,0.125,0.5,8.5
"323","Veterans Elementary School",8,"Howard County Public Schools",42.6279,14.0421,4.51354,4.11234,0.702106,0.300903,33.7011
"324","Seven Oaks Elementary School",6,"Anne Arundel County Public Schools",4.23198,61.2853,10.815,10.0313,0.15674,0,13.4796
"325","Arcola Elementary School",2,"Montgomery County Public Schools",10.229,18.7786,63.9695,2.59542,0.152672,0.152672,4.12214
"326","Baltimore Rising Star Academy",5,"Baltimore City Public Schools",0,99.1071,0,0,0,0,0.892857
"327","Vansville Elementary School",8,"Prince George's County Public Schools",15.8788,56.7273,17.5758,3.15152,0.606061,0,6.06061
"328","William B. Gibbs Jr.",6,"Montgomery County Public Schools",31.7568,19.8649,16.8919,6.21622,0.135135,0.135135,25
"329","Accokeek Academy",6,"Prince George's County Public Schools",5.41633,77.8496,6.87146,1.45513,0.161681,0.889248,7.35651
"330","Barack Obama Elementary School",6,"Prince George's County Public Schools",1.14943,89.7829,4.21456,1.91571,0.383142,0.255428,2.29885
"331","East Baltimore Community School",3,"Baltimore City Public Schools",0,98.6547,1.34529,0,0,0,0
"332","Benjamin D. Foulois Academy",6,"Prince George's County Public Schools",0.361664,92.5859,2.53165,3.79747,0,0,0.723327
"333","Andrew Jackson Academy",2,"Prince George's County Public Schools",0.582524,88.5437,7.76699,0.970874,0.38835,0.582524,1.16505
"334","Brooklyn Park Elementary School",5,"Anne Arundel County Public Schools",3.01508,26.3819,6.78392,6.53266,0,0,57.2864
"335","Powhatan Elementary School",4,"Baltimore County Public Schools",1.43369,87.0968,6.45161,3.58423,0,0,1.43369
"336","Relay Elementary School",8,"Baltimore County Public Schools",7.82443,14.8855,3.05344,6.87023,0,0,67.3664
"337","Riverview Elementary School",4,"Baltimore County Public Schools",0.446429,41.5179,13.6161,11.1607,0.223214,0,33.0357
"338","Sandy Plains Elementary School",4,"Baltimore County Public Schools",3.02521,17.479,8.57143,10.7563,1.84874,0.168067,58.1513
"339","Westowne Elementary School",7,"Baltimore County Public Schools",5.09091,34.5455,8,6.72727,0.181818,0,45.4545
"340","Woodbridge Elementary School",6,"Baltimore County Public Schools",26.2411,48.6998,10.6383,4.49173,0,0.236407,9.69267
"341","Woodmoor Elementary School",4,"Baltimore County Public Schools",0.761905,90.2857,7.42857,1.33333,0,0,0.190476
"342","Westchester Elementary School",10,"Baltimore County Public Schools",7.70548,8.73288,6.50685,2.56849,0.171233,0,74.3151
"343","Crofton Elementary School",9,"Anne Arundel County Public Schools",4.37158,10.5647,3.64299,5.82878,0,0.182149,75.4098
"344","Crofton Woods Elementary School",10,"Anne Arundel County Public Schools",3.97351,3.31126,4.13907,4.4702,0,0,84.106
"345","Davidsonville Elementary School",9,"Anne Arundel County Public Schools",2.54669,1.18845,5.7725,3.90492,0.339559,0,86.2479
"346","C. Paul Barnhart Elementary School",6,"Charles County Public Schools",2.19966,68.5279,12.0135,6.93739,0.507614,0,9.81388
"347","Four Seasons Elementary School",10,"Anne Arundel County Public Schools",7.52294,14.4954,7.33945,8.99083,0.366972,0.550459,60.7339
"348","Daniel Of St. Thomas Jenifer Elementary School",4,"Charles County Public Schools",7.26644,61.4187,7.43945,7.43945,0.692042,0.17301,15.5709
"349","George T. Cromwell Elementary School",7,"Anne Arundel County Public Schools",4.58015,11.0687,11.0687,7.63359,0.763359,0.763359,64.1221
"350","J. P. Ryon Elementary School",5,"Charles County Public Schools",2.32068,64.346,9.2827,6.96203,0.421941,0,16.6667
"351","Berry Elementary School",5,"Charles County Public Schools",6.15183,67.0157,5.89005,7.06806,0.39267,0.13089,13.3508
"352","Glen Burnie Park Elementary School",5,"Anne Arundel County Public Schools",9.2545,29.3059,13.8817,5.39846,0.771208,1.28535,40.1028
"353","Glendale Elementary School",6,"Anne Arundel County Public Schools",1.02302,15.601,11.2532,2.55754,1.79028,0.255754,67.5192
"354","Hebron - Harman Elementary School",5,"Anne Arundel County Public Schools",13.3236,45.0952,7.61347,10.2489,0.146413,0.292826,23.2796
"355","High Point Elementary School",6,"Anne Arundel County Public Schools",3.45345,4.65465,8.40841,4.5045,1.2012,0.45045,77.3273
"356","Hilltop Elementary School",5,"Anne Arundel County Public Schools",2.1978,35.8974,19.4139,7.87546,0.3663,0.3663,33.8828
"357","Jacobsville Elementary School",7,"Anne Arundel County Public Schools",2.05607,8.2243,4.29907,4.11215,0.373832,0.747664,80.1869
"358","Jessup Elementary School",8,"Anne Arundel County Public Schools",5.38302,25.4658,16.1491,10.352,0,0,42.6501
"359","Forest Ridge Elementary School",7,"Howard County Public Schools",17.0157,39.3979,11.3874,7.46073,0.26178,0,24.4764
"360","Rockburn Elementary School",9,"Howard County Public Schools",14.9296,11.831,6.05634,6.76056,0.28169,0,60.1408
"361","Atholton Elementary School",9,"Howard County Public Schools",6.01202,26.0521,10.4208,9.41884,0.200401,0,47.8958
"362","Bryant Woods Elementary School",4,"Howard County Public Schools",2.77778,53.8889,10,7.5,0,0.555556,25.2778
"363","Bushy Park Elementary School",9,"Howard County Public Schools",5.95611,4.85893,2.97806,4.07523,0.15674,0,81.9749
"364","Linthicum Elementary School",10,"Anne Arundel County Public Schools",3.91198,3.66748,4.40098,3.42298,0.244499,0.733496,83.6186
"365","Centennial Lane Elementary School",10,"Howard County Public Schools",35.0501,5.43634,4.29185,7.29614,0,0,47.9256
"366","Clarksville Elementary School",10,"Howard County Public Schools",33.5249,4.5977,2.29885,6.89655,0,0,52.682
"367","Elkridge Elementary School",6,"Howard County Public Schools",11.851,17.4944,8.57788,7.67494,0.3386,0.112867,53.9503
"368","Guilford Elementary School",4,"Howard County Public Schools",9.17782,43.2122,12.8107,8.413,0,0.191205,26.195
"369","Hammond Elementary School",8,"Howard County Public Schools",19.8428,13.3595,6.09037,4.51866,0,0.589391,55.5992
"370","Lothian Elementary School",6,"Anne Arundel County Public Schools",0.668151,14.2539,6.90423,10.0223,0,0,68.1515
"371","Jeffers Hill Elementary School",5,"Howard County Public Schools",12.2616,34.6049,9.80926,9.80926,0.27248,0,33.2425
"372","Longfellow Elementary School",5,"Howard County Public Schools",8.96861,34.0807,16.3677,9.64126,0.224215,0.224215,30.4933
"373","Northfield Elementary School",10,"Howard County Public Schools",22.5859,3.92799,4.74632,6.54664,0,0,62.1931
"374","Phelps Luck Elementary School",6,"Howard County Public Schools",8.31025,41.4127,20.9141,7.75623,0.138504,0.277008,21.1911
"375","Running Brook Elementary School",5,"Howard County Public Schools",7.35632,48.046,14.4828,11.0345,0,0,19.0805
"376","St. Johns Lane Elementary School",9,"Howard County Public Schools",10.1449,4.52899,6.15942,5.43478,0.181159,0,73.5507
"377","Stevens Forest Elementary School",4,"Howard County Public Schools",2.4735,37.1025,26.1484,9.54064,0.353357,0,24.3816
"378","Swansfield Elementary School",6,"Howard County Public Schools",9.78648,41.4591,14.5907,7.47331,0.177936,0,26.5125
"379","Talbott Springs Elementary School",5,"Howard County Public Schools",7.14286,32.6531,31.8027,7.14286,0.170068,0,21.0884
"380","Thunder Hill Elementary School",7,"Howard County Public Schools",15.1832,15.9686,7.8534,7.06806,0,0,53.9267
"381","Waterloo Elementary School",7,"Howard County Public Schools",23.0159,29.3651,5.29101,6.21693,0.396825,0,35.7143
"382","Laurel Woods Elementary School",6,"Howard County Public Schools",9.52381,49.2611,21.3465,8.53859,0,0,11.33
"383","Worthington Elementary School",9,"Howard County Public Schools",28.5441,6.51341,4.21456,3.63985,0,0.191571,56.8966
"384","Ilchester Elementary School",9,"Howard County Public Schools",16.0902,13.3835,4.06015,5.86466,0,0.150376,60.4511
"385","Hollifield Station Elementary School",7,"Howard County Public Schools",42.0741,13.037,10.8148,4,0.148148,0.592593,29.3333
"386","Manor View Elementary School",8,"Anne Arundel County Public Schools",4.02685,29.8658,12.7517,6.04027,0.671141,0.33557,46.3087
"387","Fulton Elementary School",9,"Howard County Public Schools",22.5373,9.85075,3.8806,6.26866,0.149254,0,57.3134
"388","Triadelphia Ridge Elementary School",9,"Howard County Public Schools",16.0584,6.32603,4.13625,10.4623,0.243309,0,62.7737
"389","Gorman Crossing Elementary School",8,"Howard County Public Schools",22.6037,27.1817,11.0157,4.00572,0.429185,0,34.764
"390","Clemens Crossing Elementary School",10,"Howard County Public Schools",9.8,15.8,12.8,7.6,0.4,0,53.6
"391","Cedar Lane Special Center",4,"Howard County Public Schools",10.8911,33.6634,5.94059,4.9505,0,0,44.5545
"392","Cedar Lane Special Center",5,"Howard County Public Schools",10.8911,33.6634,5.94059,4.9505,0,0,44.5545
"393","Bollman Bridge Elementary School",4,"Howard County Public Schools",13.3441,28.4566,11.5756,7.55627,0,0,39.0675
"394","Marley Elementary School",6,"Anne Arundel County Public Schools",4.92701,22.8102,27.1898,5.10949,0.364964,0.547445,39.0511
"395","Deep Run Elementary School",7,"Howard County Public Schools",18.6969,21.813,16.9972,6.94051,0.424929,0,35.1275
"396","Pointers Run Elementary School",10,"Howard County Public Schools",23.3766,7.62987,5.68182,6.16883,0,0.162338,56.9805
"397","Lois P. Rockwell Elementary School",7,"Montgomery County Public Schools",12.0181,13.6054,15.873,6.57596,0.453515,0,51.4739
"398","Dr. Sally K. Ride Elementary School",3,"Montgomery County Public Schools",22.5,29.6154,22.3077,7.30769,0,0.384615,17.8846
"399","Thurgood Marshall Elementary School",8,"Montgomery County Public Schools",15.5867,12.7846,24.6935,6.30473,0.350263,0.350263,39.9299
"400","Stephen Knolls School",4,"Montgomery County Public Schools",3.19149,29.7872,40.4255,3.19149,0,1.06383,22.3404
"401","Stephen Knolls School",5,"Montgomery County Public Schools",3.19149,29.7872,40.4255,3.19149,0,1.06383,22.3404
"402","S. Christa Mcauliffe Elementary School",4,"Montgomery County Public Schools",11.7834,27.8662,34.7134,6.84713,0,0.318471,18.4713
"403","Jones Lane Elementary School",7,"Montgomery County Public Schools",14.3689,9.90291,24.6602,5.82524,0.194175,0.194175,44.8544
"404","Ashburton Elementary School",7,"Montgomery County Public Schools",15.8442,11.1688,15.3247,7.92208,0,0.25974,49.4805
"405","Bannockburn Elementary School",10,"Montgomery County Public Schools",8.31025,3.04709,4.98615,8.86427,0,0,74.7922
"406","Bel Pre Elementary School",4,"Montgomery County Public Schools",4.80962,40.2806,42.2846,3.20641,0.400802,0,9.01804
"407","Bel Pre Elementary School",5,"Montgomery County Public Schools",4.80962,40.2806,42.2846,3.20641,0.400802,0,9.01804
"408","Bells Mill Elementary School",9,"Montgomery County Public Schools",19.4643,13.5714,6.60714,5.35714,0.178571,0,54.8214
"409","Maryland City Elementary School",5,"Anne Arundel County Public Schools",2.85714,39.5238,39.0476,6.42857,0.714286,1.19048,10.2381
"410","Bethesda Elementary School",8,"Montgomery County Public Schools",13.0346,6.92464,11.4053,6.10998,0,0,62.5255
"411","Beverly Farms Elementary School",9,"Montgomery County Public Schools",27.6896,3.7037,11.1111,6.70194,0.176367,0,50.6173
"412","Bradley Hills Elementary School",10,"Montgomery County Public Schools",10.325,1.72084,9.75143,7.64818,0.382409,0,70.1721
"413","Broad Acres Elementary School",3,"Montgomery County Public Schools",7.52688,16.7435,75.4224,0,0,0.15361,0.15361
"414","Brookhaven Elementary School",4,"Montgomery County Public Schools",7.43802,30.9917,49.5868,2.06612,0,0,9.91736
"415","Brown Station Elementary School",4,"Montgomery County Public Schools",7.25806,33.871,42.3387,5.04032,0,0,11.4919
"416","Burning Tree Elementary School",8,"Montgomery County Public Schools",16.0966,5.03018,9.25553,7.64588,0.201207,0.201207,61.5694
"417","Burtonsville Elementary School",5,"Montgomery County Public Schools",14.1399,61.516,11.3703,5.39359,0.291545,0,7.28863
"418","Candlewood Elementary School",8,"Montgomery County Public Schools",18.732,10.3746,17.2911,7.20461,0.288184,0,46.1095
"419","Cannon Road Elementary School",4,"Montgomery County Public Schools",11.3065,34.6734,38.9447,4.52261,0,0,10.5528
"420","Carderock Springs Elementary School",10,"Montgomery County Public Schools",14.1304,2.98913,7.06522,3.26087,0,0,72.5543
"421","Carl Sandburg Center",4,"Montgomery County Public Schools",12.5,27.5,23.3333,5.83333,0,0,30.8333
"422","Carl Sandburg Center",5,"Montgomery County Public Schools",12.5,27.5,23.3333,5.83333,0,0,30.8333
"423","Cashell Elementary School",10,"Montgomery County Public Schools",11.0063,14.4654,20.1258,5.03145,0.628931,0,48.7421
"424","Cedar Grove Elementary School",8,"Montgomery County Public Schools",32.3185,11.4754,10.7728,4.44965,0.234192,0,40.7494
"425","Chevy Chase Elementary School",9,"Montgomery County Public Schools",6.15079,8.92857,7.7381,5.75397,0.198413,0,71.2302
"426","Clarksburg Elementary School",7,"Montgomery County Public Schools",32.9502,13.41,14.5594,4.98084,0,0.383142,33.7165
"427","Meade Heights Elementary School",5,"Anne Arundel County Public Schools",1.6129,66.129,7.41935,5.48387,0.322581,0.322581,18.7097
"428","Cold Spring Elementary School",10,"Montgomery County Public Schools",34.9081,2.88714,6.29921,6.29921,0,0,49.6063
"429","College Gardens Elementary School",8,"Montgomery County Public Schools",23.0675,16.1963,13.0061,7.73006,0.122699,0.122699,39.7546
"430","Cresthaven Elementary School",2,"Montgomery County Public Schools",11.8519,34.0741,46.9136,1.48148,0,0,5.67901
"431","Damascus Elementary School",6,"Montgomery County Public Schools",2.28758,4.24837,23.5294,4.57516,0.326797,0,65.0327
"432","Darnestown Elementary School",7,"Montgomery County Public Schools",10.5413,2.5641,3.7037,4.8433,0.2849,0,78.0627
"433","Diamond Elementary School",9,"Montgomery County Public Schools",38.3305,6.98467,10.7325,5.45145,0,0,38.5009
"434","Dufief Elementary School",6,"Montgomery County Public Schools",30.4813,5.88235,6.14973,5.61497,0,0,51.8717
"435","East Silver Spring Elementary School",4,"Montgomery County Public Schools",5.48926,48.926,25.537,4.05728,0,0,15.9905
"436","Fairland Elementary School",4,"Montgomery County Public Schools",11.8243,56.25,19.7635,2.36486,0,0,9.7973
"437","Fallsmead Elementary School",9,"Montgomery County Public Schools",34.9091,7.09091,9.09091,4.36364,0.181818,0.181818,44.1818
"438","Farmland Elementary School",9,"Montgomery County Public Schools",32.4242,4.69697,9.09091,4.24242,0.151515,0.151515,49.2424
"439","Fields Road Elementary School",5,"Montgomery County Public Schools",19.1983,16.6667,26.3713,5.48523,0.21097,0.21097,31.8565
"440","Flower Valley Elementary School",5,"Montgomery County Public Schools",11.9048,13.4199,17.9654,3.67965,0,0.21645,52.8139
"441","Forest Knolls Elementary School",6,"Montgomery County Public Schools",6.68648,14.4131,44.5765,3.71471,0.297177,0,30.312
"442","Fox Chapel Elementary School",6,"Montgomery County Public Schools",22.3932,24.1026,37.6068,3.76068,0.683761,0,11.453
"443","Gaithersburg Elementary School",2,"Montgomery County Public Schools",5.65749,19.8777,64.9847,2.59939,0,0,6.88073
"444","Galway Elementary School",3,"Montgomery County Public Schools",12.0627,56.4536,22.9192,4.34258,0.603136,0,3.61882
"445","Millersville Elementary School",9,"Anne Arundel County Public Schools",2.19178,6.57534,6.30137,4.93151,0,0.273973,79.726
"446","Garrett Park Elementary School",8,"Montgomery County Public Schools",16.6963,8.17052,23.0906,6.39432,0.17762,0.53286,44.9378
"447","Georgian Forest Elementary School",3,"Montgomery County Public Schools",9.0573,39.9261,38.4473,2.40296,0.924214,0,9.24214
"448","Germantown Elementary School",3,"Montgomery County Public Schools",16.6134,28.115,28.115,4.79233,0,0,22.3642
"449","Germantown Elementary School",6,"Montgomery County Public Schools",16.6134,28.115,28.115,4.79233,0,0,22.3642
"450","Glen Haven Elementary School",4,"Montgomery County Public Schools",9.56848,25.7036,49.7186,2.43902,0,0,12.5704
"451","Glenallan Elementary School",3,"Montgomery County Public Schools",12.4105,28.1623,49.4033,3.81862,0,0,6.20525
"452","Greenwood Elementary School",8,"Montgomery County Public Schools",8.98876,5.80524,9.55056,6.17978,0,0,69.4757
"453","Harmony Hills Elementary School",2,"Montgomery County Public Schools",7.1875,21.25,67.3438,0.9375,0,0.15625,3.125
"454","Highland Elementary School",5,"Montgomery County Public Schools",6.59794,13.8144,74.0206,1.03093,0.412371,0.206186,3.91753
"455","Highland View Elementary School",6,"Montgomery County Public Schools",2.07792,23.6364,31.1688,5.71429,0,0,37.4026
